Geneid	U1	U2	U3	M1	M2	M3	C1	C2	C3	G1	G2	G3
CDS:AF52_RS16620:sbcB:exodeoxyribonuclease_I:cds-WP_032429635.1:+:1424:NZ_KK737546.1	620	392	493	594	293	802	112	166	138	598	446	671
CDS:AF52_RS16615:fusA:elongation_factor_G:cds-WP_002912106.1:-:2102:NZ_KK737546.1	198	94	129	101	83	205	92	97	45	217	140	313
CDS:AF52_RS16610:-:helix-turn-helix_transcriptional_regulator:cds-WP_002912109.1:+:311:NZ_KK737546.1	308	175	272	204	171	276	57	60	105	541	497	695
CDS:AF52_RS16605:plaP:putrescine/proton_symporter_PlaP:cds-WP_004148994.1:-:1358:NZ_KK737546.1	7955	4221	6356	4254	2173	5510	1512	2090	2036	3018	2212	3743
CDS:AF52_RS26940:yoeI:membrane_protein_YoeI:cds-WP_096335043.1:-:62:NZ_KK737546.1	507	296	424	284	142	360	106	110	76	275	213	399
CDS:AF52_RS16600:-:LysR_family_transcriptional_regulator:cds-WP_004175276.1:-:890:NZ_KK737546.1	491	225	362	432	267	642	255	389	447	474	406	624
CDS:AF52_RS16595:-:SDR_family_oxidoreductase:cds-WP_004152513.1:-:824:NZ_KK737546.1	407	240	396	467	401	538	348	393	399	550	506	649
CDS:AF52_RS26945:hisL:his_operon_leader_peptide:cds-WP_004899375.1:+:50:NZ_KK737546.1	283	246	368	169	130	224	166	214	166	886	993	1285
CDS:AF52_RS16590:hisG:ATP_phosphoribosyltransferase:cds-WP_002912152.1:+:899:NZ_KK737546.1	763	382	414	782	482	748	881	1172	1180	1065	1186	1758
CDS:AF52_RS16585:hisD:histidinol_dehydrogenase:cds-WP_009307478.1:+:1304:NZ_KK737546.1	495	309	364	621	316	543	895	1176	1035	465	328	681
CDS:AF52_RS16580:hisC:histidinol-phosphate_transaminase:cds-WP_032429636.1:+:1061:NZ_KK737546.1	307	210	220	306	120	298	356	474	524	149	76	179
CDS:AF52_RS16575:hisB:bifunctional_histidinol-phosphatase/imidazoleglycerol-phosphate_dehydratase_HisB:cds-WP_004144133.1:+:1067:NZ_KK737546.1	500	291	469	709	334	543	620	681	786	573	411	719
CDS:AF52_RS16570:hisH:imidazole_glycerol_phosphate_synthase_subunit_HisH:cds-WP_002912227.1:+:590:NZ_KK737546.1	289	238	341	365	208	317	249	334	377	105	83	171
CDS:AF52_RS16565:hisA:1-5-phosphoribosyl-5-[5-phosphoribosylaminomethylideneamino]imidazole-4-carboxamide_isomerase:cds-WP_004175272.1:+:737:NZ_KK737546.1	336	291	425	343	294	554	294	315	307	92	124	200
CDS:AF52_RS16560:hisF:imidazole_glycerol_phosphate_synthase_subunit_HisF:cds-WP_004180497.1:+:776:NZ_KK737546.1	292	246	294	385	218	531	311	281	227	103	185	158
CDS:AF52_RS16555:-:bifunctional_phosphoribosyl-AMP_cyclohydrolase/phosphoribosyl-ATP_diphosphatase_HisIE:cds-WP_032429637.1:+:599:NZ_KK737546.1	740	339	798	625	464	864	305	404	449	127	74	176
CDS:AF52_RS16550:-:GtrA_family_protein:cds-WP_004198893.1:+:377:NZ_KK737546.1	239	129	192	118	73	139	91	28	127	310	193	279
CDS:AF52_RS25360:-:glycosyltransferase:cds-AF52_RS25360:+:254:NZ_KK737546.1	179	126	144	76	95	103	68	76	58	164	83	140
CDS:AF52_RS16545:-:IS5/IS1182_family_transposase:cds-AF52_RS16545:+:258:NZ_KK737546.1	62	12	40	32	29	42	8	18	15	51	59	53
CDS:AF52_RS16540:-:glucosyl_transferase_GtrII_family_protein:cds-AF52_RS16540:+:797:NZ_KK737546.1	77	77	144	77	22	53	14	79	49	207	257	195
CDS:AF52_RS27905:-:IS5/IS1182_family_transposase:cds-AF52_RS27905:+:104:NZ_KK737546.1	29	13	22	24	11	12	14	18	19	39	42	40
CDS:AF52_RS0123600:-:glucosyl_transferase_GtrII_family_protein:cds-AF52_RS0123600:+:680:NZ_KK737546.1	83	25	32	45	25	37	25	27	15	110	98	119
CDS:AF52_RS0123605:-:glycosyltransferase_family_2_protein:cds-AF52_RS0123605:-:548:NZ_KK737546.1	576	417	557	444	168	485	48	81	85	557	548	695
CDS:AF52_RS16535:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-27:+:968:NZ_KK737546.1	331	155	307	298	161	277	165	258	244	456	412	617
CDS:AF52_RS25365:-:glycosyltransferase_family_2_protein:cds-AF52_RS25365:-:668:NZ_KK737546.1	1447	870	1060	974	584	940	281	293	347	1854	1702	2605
CDS:AF52_RS16525:-:glycosyltransferase_family_4_protein:cds-WP_072269281.1:-:1142:NZ_KK737546.1	1332	924	1321	894	432	1096	244	256	249	1305	882	1240
CDS:AF52_RS16520:-:glycosyltransferase:cds-WP_032429639.1:-:893:NZ_KK737546.1	2498	1309	1908	1639	1039	1471	474	704	624	1705	1739	2107
CDS:AF52_RS16515:rfbD:UDP-galactopyranose_mutase:cds-WP_004890861.1:-:1154:NZ_KK737546.1	3108	1782	2751	2395	1453	2458	798	1167	1028	2494	2328	2977
CDS:AF52_RS16510:-:DUF4422_domain-containing_protein:cds-WP_004214006.1:-:1895:NZ_KK737546.1	4630	2966	3845	4000	2117	3881	1276	1725	1372	4227	3655	4836
CDS:AF52_RS16505:rfbB:O-antigen_export_ABC_transporter_ATP-binding_protein_RfbB:cds-WP_004175264.1:-:740:NZ_KK737546.1	1336	845	1113	1035	663	1241	355	510	466	1522	1392	1697
CDS:AF52_RS16500:rfbA:O-antigen_export_ABC_transporter_permease_RfbA:cds-WP_002912373.1:-:767:NZ_KK737546.1	1570	990	1536	1264	759	1308	327	522	391	2383	2068	2701
CDS:AF52_RS16495:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-28:+:968:NZ_KK737546.1	422	183	280	339	185	284	269	317	259	511	454	644
CDS:AF52_RS16490:-:NAD-dependent_epimerase:cds-WP_032429640.1:+:1004:NZ_KK737546.1	1132	587	980	1137	658	1328	615	1025	664	2236	2380	3845
CDS:AF52_RS26960:-:IS5/IS1182_family_transposase:cds-AF52_RS26960:+:136:NZ_KK737546.1	22	12	26	16	11	15	4	6	2	34	21	31
CDS:AF52_RS26965:-:IS5/IS1182_family_transposase:cds-AF52_RS26965:-:119:NZ_KK737546.1	23	39	39	16	25	25	18	6	8	115	75	79
CDS:AF52_RS26970:-:small_membrane_protein:cds-WP_032429643.1:+:128:NZ_KK737546.1	6	14	6	29	8	5	0	0	0	1	22	4
CDS:AF52_RS16475:ugd:UDP-glucose_6-dehydrogenase:cds-WP_032429644.1:-:1166:NZ_KK737546.1	3365	1694	2502	3412	1774	3969	726	873	981	2256	1583	3090
CDS:AF52_RS16470:rfbK1:O9_family_phosphomannomutase_RfbK1:cds-WP_004899416.1:-:1370:NZ_KK737546.1	3443	2018	3006	4557	2640	5938	1362	2019	1746	475	439	648
CDS:AF52_RS16465:-:mannose-1-phosphate_guanylyltransferase/mannose-6-phosphate_isomerase:cds-WP_004180506.1:-:1415:NZ_KK737546.1	3217	1762	2583	3892	1785	4489	1058	1373	1466	1007	765	1164
CDS:AF52_RS16460:gndA:NADP-dependent_phosphogluconate_dehydrogenase:cds-WP_020802781.1:-:1406:NZ_KK737546.1	31712	22477	26846	24932	14516	30209	16566	28022	23991	15822	15278	20064
CDS:AF52_RS16455:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-29:-:968:NZ_KK737546.1	336	147	250	210	95	166	152	169	194	453	325	610
CDS:AF52_RS16450:wcaJ:undecaprenyl-phosphate_glucose_phosphotransferase:cds-WP_020802783.1:-:1397:NZ_KK737546.1	520	279	605	254	151	379	141	201	163	378	420	505
CDS:AF52_RS16445:-:hypothetical_protein:cds-WP_032429645.1:-:635:NZ_KK737546.1	159	128	64	102	64	91	26	7	23	66	45	93
CDS:AF52_RS26980:-:IS5/IS1182_family_transposase:cds-AF52_RS26980:-:118:NZ_KK737546.1	94	70	109	109	100	99	24	42	34	135	67	125
CDS:AF52_RS25375:-:acyltransferase_family_protein:cds-WP_072001573.1:-:383:NZ_KK737546.1	612	361	478	364	153	313	34	104	72	353	319	494
CDS:AF52_RS25380:-:right-handed_parallel_beta-helix_repeat-containing_protein:cds-WP_032429646.1:-:1748:NZ_KK737546.1	1795	970	1431	972	632	956	228	275	208	1470	1340	1532
CDS:AF52_RS25385:-:WecB/TagA/CpsF_family_glycosyltransferase:cds-WP_020801666.1:-:767:NZ_KK737546.1	776	536	709	591	254	439	86	207	73	475	545	592
CDS:AF52_RS25390:-:glycosyltransferase_family_4_protein:cds-WP_020801633.1:-:1169:NZ_KK737546.1	1288	825	1054	836	463	736	170	212	241	911	896	895
CDS:AF52_RS16435:-:glycosyltransferase_family_4_protein:cds-WP_032429647.1:-:1088:NZ_KK737546.1	1455	1190	1229	1021	654	1000	285	438	306	1456	1234	1761
CDS:AF52_RS16430:-:O-antigen_ligase:cds-WP_032429746.1:-:1292:NZ_KK737546.1	1120	580	1016	715	457	663	121	236	127	987	1061	1084
CDS:AF52_RS25395:-:glycosyltransferase:cds-WP_020801632.1:-:1154:NZ_KK737546.1	1200	758	996	504	533	540	139	266	106	830	968	1526
CDS:AF52_RS16425:-:oligosaccharide_flippase_family_protein:cds-WP_020801659.1:-:1166:NZ_KK737546.1	1565	925	1224	839	805	785	154	354	196	1849	1699	1925
CDS:AF52_RS25400:-:polysaccharide_pyruvyl_transferase_family_protein:cds-WP_020801642.1:-:950:NZ_KK737546.1	892	498	873	698	374	732	212	152	148	1299	1285	1609
CDS:AF52_RS16420:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-30:+:968:NZ_KK737546.1	492	189	404	363	152	350	230	275	295	620	475	754
CDS:AF52_RS16415:-:polysaccharide_biosynthesis_tyrosine_autokinase:cds-WP_032429648.1:-:2171:NZ_KK737546.1	4147	3597	4234	3309	2086	3495	837	1162	1049	2898	2748	3107
CDS:AF52_RS25405:-:protein_tyrosine_phosphatase:cds-WP_072001574.1:-:431:NZ_KK737546.1	954	702	983	719	526	996	288	296	352	759	734	1026
CDS:AF52_RS16410:-:polysaccharide_export_protein:cds-WP_020801619.1:-:1133:NZ_KK737546.1	2688	1550	2307	1963	1118	2416	807	859	818	2253	2141	2577
CDS:AF52_RS16405:-:capsule_assembly_Wzi_family_protein:cds-WP_032429649.1:-:1433:NZ_KK737546.1	1700	1158	1413	1652	851	1755	612	911	678	2426	2316	3034
CDS:AF52_RS27910:-:hypothetical_protein:cds-WP_032429650.1:+:122:NZ_KK737546.1	11	11	2	1	1	0	0	0	0	6	7	10
CDS:AF52_RS16400:-:IS5-like_element_ISKpn26_family_transposase:cds-WP_020806188.1-2:-:980:NZ_KK737546.1	586	204	319	459	276	565	145	233	253	590	544	745
CDS:AF52_RS16395:-:phosphatase_PAP2_family_protein:cds-WP_004184823.1:-:629:NZ_KK737546.1	2590	1276	2171	3140	1819	3548	217	251	240	2461	2156	3460
CDS:AF52_RS16390:galF:GalU_regulator_GalF:cds-WP_001741945.1:-:890:NZ_KK737546.1	1779	1108	1601	3434	1998	4111	245	597	403	1683	1326	2213
CDS:AF52_RS16385:-:TerC_family_protein:cds-WP_004151147.1:+:1583:NZ_KK737546.1	551	388	554	641	344	732	71	98	61	1019	784	1239
CDS:AF52_RS16380:asmA:outer_membrane_assembly_protein_AsmA:cds-WP_032412678.1:-:1847:NZ_KK737546.1	1979	1070	1700	1548	922	2130	1538	1619	1622	742	619	1226
CDS:AF52_RS16375:dcd:dCTP_deaminase:cds-WP_004151145.1:-:581:NZ_KK737546.1	758	553	761	913	497	823	763	905	873	515	597	965
CDS:AF52_RS16370:udk:uridine_kinase:cds-WP_002912442.1:-:641:NZ_KK737546.1	1183	500	1003	806	551	975	707	934	968	1539	1200	2564
CDS:AF52_RS16365:alkA:DNA-3-methyladenine_glycosylase_2:cds-WP_032429651.1:-:848:NZ_KK737546.1	106	88	104	119	69	144	99	131	93	154	151	211
CDS:AF52_RS16360:yegD:molecular_chaperone:cds-WP_032429652.1:+:1352:NZ_KK737546.1	648	248	522	491	288	513	860	941	1342	104	82	94
CDS:AF52_RS16355:-:sensor_histidine_kinase:cds-WP_032429747.1:+:1856:NZ_KK737546.1	671	223	511	414	231	609	474	382	523	420	298	530
CDS:AF52_RS16350:-:response_regulator_transcription_factor:cds-WP_032429653.1:+:701:NZ_KK737546.1	221	127	230	141	92	322	158	82	152	168	74	196
CDS:AF52_RS27000:-:small_membrane_protein:cds-WP_032409828.1:+:140:NZ_KK737546.1	54	32	59	21	21	70	3	14	13	22	2	21
CDS:AF52_RS16340:-:response_regulator_transcription_factor:cds-WP_004899454.1:+:611:NZ_KK737546.1	62	18	165	50	2	79	22	42	118	92	54	151
CDS:AF52_RS16335:-:dicarboxylate/amino_acid:cation_symporter:cds-WP_004149053.1:-:1274:NZ_KK737546.1	165	85	208	112	57	126	43	38	77	223	139	271
CDS:AF52_RS16330:-:MdtA/MuxA_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit:cds-WP_032429654.1:+:1238:NZ_KK737546.1	317	231	280	300	182	469	149	155	94	738	516	969
CDS:AF52_RS16325:-:MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit:cds-WP_004149055.1:+:3122:NZ_KK737546.1	565	244	386	739	232	646	162	243	168	161	161	293
CDS:AF52_RS16320:mdtC:multidrug_efflux_RND_transporter_permease_subunit_MdtC:cds-WP_032429655.1:+:3077:NZ_KK737546.1	438	353	324	516	326	819	103	131	141	84	52	131
CDS:AF52_RS16315:-:MFS_transporter:cds-WP_032429656.1:+:1415:NZ_KK737546.1	261	187	256	264	178	476	22	45	40	125	78	100
CDS:AF52_RS16310:baeS:two-component_system_sensor_histidine_kinase_BaeS:cds-WP_004149058.1:+:1478:NZ_KK737546.1	117	57	193	259	117	243	47	43	30	44	45	39
CDS:AF52_RS16305:baeR:two-component_system_response_regulator_BaeR:cds-WP_004175198.1:+:722:NZ_KK737546.1	350	167	284	345	128	246	57	129	93	215	152	307
CDS:AF52_RS16300:-:tRNA_5-hydroxyuridine_modification_protein_YegQ:cds-WP_004144192.1:+:1361:NZ_KK737546.1	776	401	736	561	366	762	166	258	316	1217	1006	1613
CDS:AF52_RS16295:yegS:lipid_kinase_YegS:cds-WP_004151134.1:+:896:NZ_KK737546.1	327	231	319	311	134	364	189	198	146	1624	1223	2171
CDS:AF52_RS16290:-:ABC_transporter_ATP-binding_protein:cds-WP_032429657.1:-:773:NZ_KK737546.1	56	3	25	40	19	64	29	10	2	68	65	92
CDS:AF52_RS16285:-:ABC_transporter_ATP-binding_protein:cds-WP_032429748.1:-:863:NZ_KK737546.1	42	14	30	46	5	79	14	3	1	36	37	59
CDS:AF52_RS16280:-:ABC_transporter_permease:cds-WP_004200464.1:-:905:NZ_KK737546.1	17	10	38	5	5	2	11	0	0	8	11	18
CDS:AF52_RS16275:-:ABC_transporter_permease:cds-WP_004149062.1:-:1037:NZ_KK737546.1	2	5	0	1	0	8	4	0	0	37	16	27
CDS:AF52_RS16270:-:ABC_transporter_substrate-binding_protein:cds-WP_004180553.1:-:1622:NZ_KK737546.1	0	8	1	5	0	7	0	0	7	16	12	21
CDS:AF52_RS16265:-:mandelate_racemase:cds-WP_002912648.1:-:1154:NZ_KK737546.1	10	9	0	2	0	1	0	0	0	17	37	14
CDS:AF52_RS16260:-:HAD-IA_family_hydrolase:cds-WP_032429658.1:-:662:NZ_KK737546.1	16	10	10	8	0	10	0	3	6	14	1	36
CDS:AF52_RS16255:dalT:D-arabinitol_transporter:cds-WP_016529109.1:-:1277:NZ_KK737546.1	7	2	18	20	18	10	0	21	0	31	39	64
CDS:AF52_RS16250:xylB:xylulokinase:cds-WP_032429659.1:-:1463:NZ_KK737546.1	14	5	9	31	8	6	0	2	0	39	17	32
CDS:AF52_RS16245:-:mannitol_dehydrogenase_family_protein:cds-WP_004144197.1:-:1367:NZ_KK737546.1	0	2	0	8	0	0	1	0	0	23	26	4
CDS:AF52_RS16240:-:cytochrome_c_biogenesis_protein_CcdA:cds-WP_004144198.1:+:941:NZ_KK737546.1	121	48	170	131	73	174	23	33	33	374	216	422
CDS:AF52_RS16235:-:LacI_family_DNA-binding_transcriptional_regulator:cds-WP_032429660.1:-:1001:NZ_KK737546.1	248	122	127	378	120	227	102	269	226	427	377	517
CDS:AF52_RS16230:-:SDR_family_oxidoreductase:cds-WP_004180592.1:+:749:NZ_KK737546.1	21	39	15	44	10	9	26	39	30	596	392	751
CDS:AF52_RS16225:-:FGGY-family_carbohydrate_kinase:cds-WP_023285368.1:+:1607:NZ_KK737546.1	77	28	74	89	94	62	29	13	31	469	387	682
CDS:AF52_RS16220:-:MFS_transporter:cds-WP_004175116.1:+:1283:NZ_KK737546.1	86	27	31	73	18	44	0	22	16	112	83	201
CDS:AF52_RS16215:fbaB:class_I_fructose-bisphosphate_aldolase:cds-WP_002912704.1:-:1052:NZ_KK737546.1	552	222	416	691	452	1073	138	203	227	332	200	340
CDS:AF52_RS16210:thiD:bifunctional_hydroxymethylpyrimidine_kinase/phosphomethylpyrimidine_kinase:cds-WP_002912707.1:-:800:NZ_KK737546.1	341	310	320	477	191	574	210	165	196	173	162	221
CDS:AF52_RS16205:thiM:hydroxyethylthiazole_kinase:cds-WP_004151131.1:-:773:NZ_KK737546.1	815	394	940	716	448	1052	301	318	272	810	699	1284
CDS:AF52_RS16200:-:universal_stress_protein:cds-WP_009307427.1:+:422:NZ_KK737546.1	169	56	98	102	92	103	58	69	67	310	258	310
CDS:AF52_RS16195:-:LysR_family_transcriptional_regulator:cds-WP_004175111.1:-:914:NZ_KK737546.1	295	164	239	381	126	362	74	108	102	423	365	632
CDS:AF52_RS16190:-:adenine_deaminase:cds-WP_009307426.1:+:1811:NZ_KK737546.1	152	49	118	143	23	200	67	28	82	230	191	262
CDS:AF52_RS16185:-:NCS2_family_permease:cds-WP_009307425.1:+:1343:NZ_KK737546.1	159	90	105	135	47	120	62	41	52	117	58	83
CDS:AF52_RS16180:-:LysR_family_transcriptional_regulator:cds-WP_004149074.1:-:899:NZ_KK737546.1	228	210	204	151	123	209	134	155	130	176	258	312
CDS:AF52_RS16175:-:RcnB_family_protein:cds-WP_002912749.1:+:317:NZ_KK737546.1	336	187	197	442	169	407	138	117	171	573	504	859
CDS:AF52_RS16170:-:GNAT_family_N-acetyltransferase:cds-WP_072269284.1:+:464:NZ_KK737546.1	534	336	464	825	427	1114	210	315	257	575	437	831
CDS:AF52_RS16165:apbC:iron-sulfur_cluster_carrier_protein_ApbC:cds-WP_032429661.1:-:1109:NZ_KK737546.1	1406	751	1203	1318	676	1478	1479	1855	1854	1502	1243	1878
CDS:AF52_RS16160:metG:methionine--tRNA_ligase:cds-WP_002912753.1:+:2033:NZ_KK737546.1	3020	1732	2697	2671	1586	3338	3035	3919	3704	3200	2372	3669
CDS:AF52_RS16155:-:DUF1456_family_protein:cds-WP_002912756.1:-:470:NZ_KK737546.1	712	453	748	614	306	484	81	39	92	463	452	696
CDS:AF52_RS16150:yehT:two-component_system_response_regulator_BtsR:cds-WP_004144215.1:-:719:NZ_KK737546.1	123	89	145	123	55	121	1	0	24	88	131	159
CDS:AF52_RS16145:-:sensor_histidine_kinase:cds-WP_002912760.1:-:1688:NZ_KK737546.1	318	268	341	241	126	227	35	24	34	956	1028	1373
CDS:AF52_RS16140:-:protein_YohO:cds-WP_002912762.1:+:113:NZ_KK737546.1	625	342	409	399	281	498	62	62	52	613	586	758
CDS:AF52_RS16135:-:ABC_transporter_permease:cds-WP_022631308.1:-:737:NZ_KK737546.1	68	66	97	103	81	133	0	17	3	62	54	92
CDS:AF52_RS16130:-:ABC_transporter_ATP-binding_protein:cds-WP_022631307.1:-:947:NZ_KK737546.1	73	32	53	107	63	151	4	18	9	29	18	26
CDS:AF52_RS16125:-:ABC_transporter_permease:cds-WP_023285369.1:-:1157:NZ_KK737546.1	263	106	178	202	100	303	11	61	13	223	114	262
CDS:AF52_RS16120:-:ABC_transporter_substrate-binding_protein:cds-WP_002912823.1:-:917:NZ_KK737546.1	131	66	143	173	147	192	13	69	36	56	34	118
CDS:AF52_RS16115:bglX:beta-glucosidase_BglX:cds-WP_009307419.1:-:2297:NZ_KK737546.1	1191	688	1064	1302	937	1820	308	351	306	1220	1053	1516
CDS:AF52_RS16110:dld:D-lactate_dehydrogenase:cds-WP_002912827.1:+:1745:NZ_KK737546.1	520	238	494	550	296	624	24	128	94	554	426	741
CDS:AF52_RS16105:-:N-acetyltransferase:cds-WP_002912829.1:+:554:NZ_KK737546.1	336	203	174	344	183	372	6	29	67	257	314	516
CDS:AF52_RS16100:pbpG:D-alanyl-D-alanine_endopeptidase:cds-WP_004180615.1:-:950:NZ_KK737546.1	753	302	848	775	319	812	201	395	322	470	428	679
CDS:AF52_RS16095:-:YIP1_family_protein:cds-WP_002912831.1:-:587:NZ_KK737546.1	79	36	36	11	14	32	4	15	2	67	43	140
CDS:AF52_RS16090:-:DedA_family_protein:cds-WP_009307418.1:+:569:NZ_KK737546.1	183	68	203	125	130	156	14	40	47	174	238	251
CDS:AF52_RS16085:mdtQ:multidrug_resistance_outer_membrane_protein_MdtQ:cds-WP_032429662.1:-:1439:NZ_KK737546.1	344	185	328	354	229	418	77	69	66	346	280	552
CDS:AF52_RS16080:ascB:6-phospho-beta-glucosidase:cds-WP_022631304.1:-:1394:NZ_KK737546.1	47	24	54	58	37	123	13	16	4	112	75	106
CDS:AF52_RS16075:bglF:PTS_beta-glucoside_transporter_subunit_IIABC:cds-WP_032429663.1:-:1862:NZ_KK737546.1	18	30	48	32	2	25	0	0	1	80	65	125
CDS:AF52_RS16070:bglG:transcriptional_antiterminator_BglG:cds-WP_002912842.1:-:833:NZ_KK737546.1	217	88	72	49	53	81	0	22	8	451	491	747
CDS:AF52_RS16065:-:carbohydrate_porin:cds-WP_004175080.1:-:1364:NZ_KK737546.1	4	17	9	8	25	53	13	4	0	192	205	205
CDS:AF52_RS16060:dusC:tRNA_dihydrouridine16_synthase_DusC:cds-WP_002912862.1:-:932:NZ_KK737546.1	1130	388	763	740	473	868	66	77	74	553	401	671
CDS:AF52_RS16055:-:CidA/LrgA_family_protein:cds-WP_002912865.1:+:398:NZ_KK737546.1	89	42	88	72	99	134	20	54	28	82	78	171
CDS:AF52_RS16050:-:CidB/LrgB_family_autolysis_modulator:cds-WP_002912867.1:+:695:NZ_KK737546.1	120	78	94	78	37	172	41	66	52	93	23	113
CDS:AF52_RS16045:cdd:cytidine_deaminase:cds-WP_002912869.1:+:884:NZ_KK737546.1	272	139	163	328	120	417	55	143	79	649	561	1019
CDS:AF52_RS16040:sanA:outer_membrane_permeability_protein_SanA:cds-WP_004211527.1:+:716:NZ_KK737546.1	1521	812	1197	1134	643	1179	152	252	246	1593	1596	2496
CDS:AF52_RS16035:mglC:galactose/methyl_galactoside_ABC_transporter_permease_MglC:cds-WP_002912871.1:-:1010:NZ_KK737546.1	126	33	36	64	66	89	2	34	2	238	302	331
CDS:AF52_RS16030:mglA:galactose/methyl_galactoside_ABC_transporter_ATP-binding_protein_MglA:cds-WP_004175074.1:-:1520:NZ_KK737546.1	81	70	116	37	59	64	22	7	12	1863	1486	2368
CDS:AF52_RS16025:mglB:galactose/glucose_ABC_transporter_substrate-binding_protein_MglB:cds-WP_002912878.1:-:998:NZ_KK737546.1	64	33	33	43	76	65	36	54	31	3956	3809	4916
CDS:AF52_RS16020:galS:HTH-type_transcriptional_regulator_GalS:cds-WP_002912919.1:-:1022:NZ_KK737546.1	341	159	187	184	123	246	25	92	10	1899	1701	2707
CDS:AF52_RS16015:-:DUF418_family_protein:cds-WP_021440476.1:-:1157:NZ_KK737546.1	2580	1300	2232	2027	1021	2396	622	760	762	1484	1296	1849
CDS:AF52_RS16010:folE:GTP_cyclohydrolase_I_FolE:cds-WP_002912924.1:-:668:NZ_KK737546.1	2403	1223	2058	1862	1024	2409	785	1108	1032	2565	2211	3494
CDS:AF52_RS16005:fghA:S-formylglutathione_hydrolase:cds-WP_004151123.1:+:833:NZ_KK737546.1	613	373	412	603	281	614	222	318	346	341	463	662
CDS:AF52_RS16000:cirA:catecholate_siderophore_receptor_CirA:cds-WP_032429664.1:-:1973:NZ_KK737546.1	372	144	284	351	224	244	5	0	0	78	53	123
CDS:AF52_RS15995:-:amino_acid_permease:cds-WP_002912929.1:-:1469:NZ_KK737546.1	1042	659	1046	1276	628	1302	171	221	297	550	470	704
CDS:AF52_RS15990:-:LysR_family_transcriptional_regulator:cds-WP_002912932.1:-:866:NZ_KK737546.1	601	235	356	385	282	351	167	162	125	445	454	799
CDS:AF52_RS15985:-:YeiH_family_protein:cds-WP_002912935.1:+:1049:NZ_KK737546.1	167	63	156	87	79	138	59	87	69	192	191	282
CDS:AF52_RS15980:nfo:deoxyribonuclease_IV:cds-WP_002912937.1:+:854:NZ_KK737546.1	590	259	414	382	310	558	282	283	253	542	567	701
CDS:AF52_RS15975:fruA:PTS_fructose_transporter_subunit_IIBC:cds-WP_021440480.1:-:1694:NZ_KK737546.1	4955	3299	4801	4630	2568	5531	1037	1384	1156	18266	16210	24026
CDS:AF52_RS15970:fruK:1-phosphofructokinase:cds-WP_002912941.1:-:938:NZ_KK737546.1	2619	1654	2366	2406	1540	2888	419	714	604	18130	16068	25212
CDS:AF52_RS15965:fruB:fused_PTS_fructose_transporter_subunit_IIA/HPr_protein:cds-WP_032428355.1:-:1130:NZ_KK737546.1	2822	1697	2391	2512	1254	3234	622	774	744	37676	32533	48555
CDS:AF52_RS15960:setB:sugar_efflux_transporter_SetB:cds-WP_032429665.1:+:1181:NZ_KK737546.1	318	162	187	281	85	334	139	118	128	412	439	640
CDS:AF52_RS15955:-:YkgJ_family_cysteine_cluster_protein:cds-WP_004175066.1:-:254:NZ_KK737546.1	245	203	319	191	67	271	64	35	48	371	288	419
CDS:AF52_RS15950:yeiP:elongation_factor_P-like_protein_YeiP:cds-WP_002912951.1:+:572:NZ_KK737546.1	1251	677	1288	1121	566	1636	463	810	835	2030	2084	2806
CDS:AF52_RS15945:uxuA:mannonate_dehydratase:cds-WP_002912952.1:-:1190:NZ_KK737546.1	82	52	62	63	45	74	15	37	11	826	802	951
CDS:AF52_RS15940:-:fructuronate_reductase:cds-WP_004200498.1:+:1466:NZ_KK737546.1	111	88	130	143	49	146	45	38	56	2149	1583	3039
CDS:AF52_RS15935:-:GTP-binding_protein:cds-WP_021463904.1:+:977:NZ_KK737546.1	359	188	304	422	226	495	151	132	236	817	697	1224
CDS:AF52_RS15930:-:phosphatase_PAP2_family_protein:cds-WP_072269286.1:+:713:NZ_KK737546.1	4656	2465	3934	3973	2321	4804	1417	2158	1696	12112	9978	16522
CDS:AF52_RS15925:mepS:bifunctional_murein_DD-endopeptidase/murein_LD-carboxypeptidase:cds-WP_002912967.1:+:569:NZ_KK737546.1	5811	3267	4628	4582	2486	4684	743	1218	1351	13458	12261	19524
CDS:AF52_RS15920:-:cyclic_di-GMP_phosphodiesterase:cds-WP_021440487.1:+:1562:NZ_KK737546.1	591	404	551	421	228	580	97	165	106	435	343	682
CDS:AF52_RS15915:-:ABC_transporter_substrate-binding_protein:cds-WP_032429666.1:+:1805:NZ_KK737546.1	454	238	514	329	295	602	137	118	135	378	331	643
CDS:AF52_RS15910:-:microcin_C_ABC_transporter_permease_YejB:cds-WP_004200501.1:+:1094:NZ_KK737546.1	273	175	155	225	149	308	67	56	18	34	38	41
CDS:AF52_RS15905:-:ABC_transporter_permease_subunit:cds-WP_004149131.1:+:1025:NZ_KK737546.1	357	113	300	223	110	336	17	45	71	96	61	90
CDS:AF52_RS15900:yejF:microcin_C_ABC_transporter_ATP-binding_protein_YejF:cds-WP_004151118.1:+:1589:NZ_KK737546.1	419	260	391	403	155	408	49	84	73	144	144	209
